Title,Address,Price,Description,Contact,Photos,Link,Bedrooms,Bathrooms,Toilets,Parking Spaces
6 bedroom house for sale,"Ikoyi, Lagos",2800000,"Property Description

DIRECT BRIEF FROM THE OWNER

- The detailed video tour is attached.

PENTHOUSE CONDOMINIUM/FLAT IN A HIGH RISE BUILDING FOR SALE

Location : Ikoyi, Lagos.

FEATURES :
- 6 Bedrooms (I.e. 4 Bedrooms + 2 Bedroom Maid Section By The Kitchen).
- Maid Section with its own living room.
- Beautiful Massive Infinity Swimming pool.
- Fully Equipped Gymnasium.
- Club house.
- Massive Terraces.
- Study / Home Office.
- Storage room.
- Control room.
- Ante room / Foyer.
- Guest toilet.
- Elevator / Lift.
- Fully equipped kitchen with a pantry.
- Emergency exit.
- Parking space for 6 cars.
- Fire alarm and smoke detectors.
- Central water heater.
- Cctv surveillance cameras.
- 24hrs security.
- 24 hours power supply.
- Excellent access roads.
- Well maintained and professionally serviced.
- High quality modern fixtures and fittings.

Price: $2,800,000 (USD) or the equivalent amount in Naira using the prevailing exchange rate.

For further enquiries and viewings kindly contact us on 07065266133, 07010281009
Email : beradeals@gmail.com



Property Details
Property Ref: 2337443	Added On: 04 Jul 2024	Last Updated: 26 Aug 2025
Market Status: Available	Type: House	Bedrooms: 6
Bathrooms: 6	Toilets: 7",0706 XXXX,26,https://nigeriapropertycentre.com/for-sale/houses/lagos/ikoyi/2337443-luxury-6-bedrooms-penthouse-condo,6.0,6.0,6.0,
5 bedroom house for sale,"Royal Gardens, Ajah, Lagos",650000000,"Property Description

Your Sanctuary of Prestige in Ajah's Royal Garden Estate

For the select few who value privacy, calm, and space over the noise and chaos of Ikoyi and Lekki, this is your perfect match.


In Lagos, everyone is chasing noise and hype, but the real winners know where the calm, class, and quiet luxury lives.

Welcome to your 5-Bedroom Fully Detached Palace in Royal Garden Estate, Ajah---a sanctuary designed not just for living, but for living well.

This 5-bedroom fully detached masterpiece isn't just a house---it's a retreat where luxury meets unmatched serenity.


Price: ₦650 Million
Location: Royal Garden Estate, Ajah
Title: Governor's Consent

Property Highlights & Lifestyle Benefits

Spacious, Modern Architecture -- Each room is generously scaled, ensuring your family enjoys air, comfort, and freedom, not cramped spaces.

Private Cinema -- Why battle traffic to the movies? Imagine hosting close friends for screenings, popcorn in hand, in your own cinema sanctuary.

Swimming Pool -- Morning laps for fitness, evening dips to unwind, or poolside brunches on weekends---the pool adapts to your every mood.

Family Lounge + Balconies -- Sunlit lounges and breezy balconies create spaces for memorable family bonding and quiet personal escapes.

BQ & Home Office -- Perfect for discreet staff accommodation and a work-from-home setup that blends professionalism with comfort.

Secure Estate + CCTV -- Peace of mind is priceless. With round-the-clock security, you can sleep deeply knowing your family is protected.


Smart Home Systems + Bluetooth Speakers -- With the tap of a finger or a voice command, control your lighting, music, and ambience---a home that listens to you.

Fully Fitted Kitchen & Dining Area -- Every dinner becomes an occasion with a modern chef's kitchen and spacious dining space for entertaining distinguished guests.

Wide Driveway + Interlocked Streets -- A massive compound comfortably parks 8 cars, offering the perfect welcome for your fleet and your guests' arrivals.

Walk-In Closets, Spa Bathrooms, & Water Features -- Step into a private world of wellness and indulgence---from rejuvenating showers to long, luxurious baths.


This isn't just a home; it's a rare blend of tranquility, prestige, and modern luxury.

While others fight city traffic and noise, you'll come home to quiet luxury---a private oasis just minutes from the city's bustle, yet light-years away in atmosphere.

Ready to own this masterpiece? Call/WhatsApp our lead property consultant Mr Ugochukwu on +2347014832071.

Privacy and discretion guaranteed.

Want to see more available listings? Visit https://rosegardenrealty.com/listings/

We are Social!
Check out other fantastic premium Listings on our Social Media Platforms
IG: @rosegardenrealty
Facebook: @rosegardenrealty



Property Details
Property Ref: 3040189	Added On: 18 Aug 2025	Last Updated: 27 Aug 2025
Market Status: Available	Type: House	Bedrooms: 5
Bathrooms: 6	Toilets: 6	Parking Spaces: 8",+234 XXXX,21,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3040189-ultra-luxury-5-bedroom-fully-detached-duplex,5.0,6.0,6.0,6.0
3 bedroom block of flats for sale,"Opebi,in A Nice Environment, Ikeja, Lagos",200000000,"Property Description

FOR SALE

NEWLY BUILT 4 BEDROOM TERRACE DUPLEX WITH BQ

Features:
Shared compound
All ensuite
Seat out area
Easily accessible
In an estate
Surveillance cameras
Laundry room
Box room
Pantry
Serene and secure neighbourhood
High ceiling
Spacious living room and bedroom
Fitted kitchen
Tiled bathrooms
Water heater
Shower system
Fortified doors

LOCATION: GBAGADA, LAGOS

TITLE: C OF O

PRICE :N190M



Property Details
Property Ref: 3059333	Added On: 28 Aug 2025	Last Updated: 28 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 3
Bathrooms: 3	Toilets: 4",0915 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/3059333-a-newly-built-units-of-3bedroom-apartment-with-bq,3.0,3.0,3.0,
Mixed-use land for sale,"Ikoyi, Ikoyi, Lagos",3000000,"Property Description

LAND AVAILABLE FOR SALE

SIZE: Approximately 1200sqm

Location: Alexander Road, Ikoyi

Price: N3M per sqm

Title: C of O



Property Details
Property Ref: 3059341	Added On: 28 Aug 2025	Last Updated: 28 Aug 2025
Market Status: Available	Type: Mixed-use Land",0913 XXXX,1,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ikoyi/3059341-buy-and-build-land,,,,
3 bedroom block of flats for sale,"Adeniyi Jones, Ikeja, Lagos",180000000,"Property Description

FOR SALE
Newly built 3 bedroom flat with bq

Features:
All ensuite
Spacious kitchen & and high-quality fittings
Dining Area
Heat Extractor
Microwave
Generator house
High rental value
Perfect for Airbnb
Secure estate
Easily accessible
Highbrow ambiance
Ample parking space
Fortified doors

Location : Adeniyi Jones,Ikeja. Lagos

Title: C of O

Price:N180m



Property Details
Property Ref: 3059345	Added On: 28 Aug 2025	Last Updated: 28 Aug 2025
Market Status: Available	Type: Block of Flats	Bedrooms: 3
Bathrooms: 3	Toilets: 4",0915 XXXX,flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ikeja/3059345-a-newly-built-3bedroom-flats-with-bq,3.0,3.0,3.0,
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos",300000000,"Property Description

*FOR SALE IN A SECURED & GATED ENVIRONMENT OGBA - IKEJA, LAGOS STATE:*

Newly & well built to taste luxury 4bedroom detached duplex, with a room bq in a very lovely location with good proximity to the gate and suitable for shortlet.

Features:
Well built and spacious rooms all ensuite
Self compound
Spacious kitchen & high-quality fittings
Refrigerator
Gas cooker
Heater Extractor
3.5kv Inverter with Batteries
Automated Gate
Spacious living room
Good parking space for 4cars
Secured environment
Visitors toilet
Laundry area
A Room Bq
kel

Title: C of O
Location: Secured & Gated Environment, Ogba - Ikeja, Lagos State
Price: ₦300m Asking.

For more details, pls contact;
OAKLAND REALTORS
08155952653, 08168808462



Property Details
Property Ref: 3059348	Added On: 28 Aug 2025	Last Updated: 28 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5	Parking Spaces: 5",0815 XXXX,12,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/3059348-4bed-duplex,4.0,4.0,4.0,4.0
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos",280000000,"Property Description

FOR SALE

Four units of Tastefully built 4 bedroom duplex and in-built boys quarters for sale.
*Location*... in well secured and conducive estate @ ogba ikeja Lagos
*Features:*
-Serviced
-Serene Neighborhood
-Sizeable rooms
-All rooms, Ensuite
-Fitted kitchen
-modern fittings
-Shower cubicle
-steady power
-children play area
-Maximum security etc

Documents:
-Certificate of occupancy (CofO)
-materials test approval
-building approval etc

Asking Price:
N280Million.

Land size:
350SQM each
For further details, pls contact;
08155952653, 08168808462



Property Details
Property Ref: 3059356	Added On: 28 Aug 2025	Last Updated: 28 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 4
Bathrooms: 4	Toilets: 5	Total Area: 350 sqm",0815 XXXX,9,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/3059356-4bed-duplex,4.0,4.0,4.0,
5 bedroom house for sale,"Osapa, Lekki, Lagos",330000000,"Property Description

Contemporary 5-bedroom semi detached duplex with swimming pool,gym , 24hrs light! Location: osapa lekki, lagos
Price: ₦380,000,000

Experience next-level luxury in this contemporary 5-bedroom masterpiece situated in the heart of osapa lekki prestigious neighborhood. Designed for comfort, sophistication, and lifestyle, this home combines sleek architecture with premium finishes,and resort-style amenities. Property highlights:
- all bedrooms ensuite
- swimming pool
- fully equipped gym
- open rooftop terrace with city views
- spacious walk-in closets
- bath tub & walk-in showers
- family lounge for relaxation
- chic pop ceilings & chandeliers
- double volume high ceilings
- spacious living & dining area
- fully fitted kitchen with modern
- car port & ample parking space
- stamped concrete flooring
- balconies with glass railings
- beautiful green landscaping
- boys quarters (bq)
- 24/7 security & gated secure estate
- paved, interlocked roads
- water heaters in all bathrooms

This home is ideal for high-end living or investment. Built with the finest attention to detail, it offers the perfect blend of comfort, elegance, and functionality. For enquiries & private viewing:
: 09045901376
sunwealthrealtor@gmail. Com

Follow @sunwealthltd for exclusive luxury listings and real estate deals!



Property Details
Property Ref: 2856648	Added On: 07 May 2025	Last Updated: 30 Jul 2025
Market Status: Available	Type: House	Bedrooms: 5
Bathrooms: 5	Toilets: 6	Servicing: Serviced",0811 XXXX,21,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/osapa/2856648-contemporary-5-bedroom-semi-detached-duplex-with-swimming-pool-and-gym,5.0,5.0,5.0,
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",1300000000,"Property Description

Elegantly Built 5 Bedroom Fully Detached Home with Swimming Pool Cinema and Rooftop Terrace in a well secured estate.

Location: Lekki Phase 1
Price: N1.3B

Features-
Ensuite rooms - Family Lounge - Automation switches - Box room - Aesthetic pop ceilings - Spot lighting - Rooftop Terrace -Swimming Pool -Cinema -Chandelier - Clean water - Sound system - Spacious living room - Cctv cameras - Video door bell security - Top quality tiles - Pantry - Island countertop - Master's suite - Walk-in closet - Walk-in shower - Jacuzzi - Custom vanity -4 parking spaces -Bq - Gate house - Secured estate - Good access roads - Flood free.

Title: Governor's Consent

Call marketbooy 08075000582



Property Details
Property Ref: 2629799	Added On: 21 Dec 2024	Last Updated: 27 Aug 2025
Market Status: Available	Type: Detached Duplex	Bedrooms: 5
Bathrooms: 5	Toilets: 6	Parking Spaces: 8
Total Area: 400 sqm	Covered Area: 400 sqm	Servicing: Serviced",0807 XXXX,25,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/2629799-exquisitely-built-5-bedroom-duplex-with-swimming-pool-elevator-gym,5.0,5.0,5.0,5.0
4 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",45000000,"Property Description

Property Overview

Upscale 4-Bedroom Luxury Apartment off Bourdillon Road, Old Ikoyi. Modern design, premium finishes, and resort-style amenities --- perfect for refined living.

⸻

Key Features
- 4 Ensuite Bedrooms + Walk-in Closet & Balcony in Master
- Spacious Living & Dining + Guest Powder Room
- Fully Fitted Kitchen, Scullery & Staff Quarters (BQ)
- Swimming Pool, Gym & Yoga Studio
- Secure Parking, 24/7 Security & CCTV
- High-Speed Elevator & Constant Power Supply

⸻

Lease Terms
- Rent: ₦45M per annum (Min. 2 years)
- Option: ₦50M for 1 year
- Agency & Legal + Refundable Deposit
- Service Charge Applies

⸻

Location Highlights
- Prime Old Ikoyi enclave
- Close to cafes, schools & boutiques
- Easy access to VI & Lekki
- Quiet, tree-lined neighborhood

⸻

Enquiries & Viewings
12Pearls Real Estate 0805 637 8528



Property Details
Property Ref: 3015386	Last Updated: 22 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Servicing: Serviced",0805 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3015386-elevated-living-4-bedroom-luxury-apartment-with-pool-bq,4.0,4.0,5.0,
4 bedroom house for rent,"Old Ikoyi, Ikoyi, Lagos",50000000,"Property Description

CW06695

4 Bedroom Terrace in Old Ikoyi
Live in luxury located at Old Ikoyi. This fully furnished 4-bedroom terrace offers comfort, elegance, and prime city living.

Location: Old Ikoyi
Rent: ₦50M (Best Price: ₦45M)
Agency Fee: 10%
Legal Fee: 10%

Top Features:
Swimming Pool
Spacious, En-suite Rooms
Fully Fitted Kitchen
Game Room
Boys' Quarters (BQ)
Prime, Secure Location

For more Information, Pricing and Private Viewings

Please Contact:

Adaeze: +234 816 631 5298

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 3026791	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 4	Bathrooms: 4
Toilets: 5",+234 XXXX,11,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/old-ikoyi/3026791-4-bedroom-terrace,4.0,4.0,5.0,
4 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",50000000,"Property Description

CW06520
4 Bedroom Apartment + BQ in Old Ikoyi, Ikoyi, Lagos

Located in the prestigious heart of Ikoyi, Lagos, this elegant apartment is crafted for professionals, executives, and expatriates who seek a sophisticated urban lifestyle with a touch of serenity.


Boasting generous living proportions, the stunning house welcomes you with a spacious living and dining area, ideal for formal entertaining or gatherings. Tall ceilings, large windows, and sleek marble floors amplify natural light and give the space a sense of open grandeur.

Each of the four en-suite bedrooms is tastefully designed with built-in wardrobes, modern vanities, and elegant stamped concrete/tiled floors, offering serene retreats for family members, or guests. The master suite comes with a walk-in closet and a spa-style bathroom, ideal for unwinding after a long day.

The modern kitchen is fitted with contemporary cabinetry, sleek countertops, and high-end appliances, ready to serve a bustling household.

From the central location to the top-tier amenities, this property offers a complete lifestyle package in one of Lagos' most vibrant neighborhoods. Schedule Your Tour Today!

Features-
Swimming pool
Gym
Fully fitted kitchen
Fitted ACs
Smoke detector
Squash court
Tennis court
Basketball Court
Club house & grill
Gardens & walkways
24/7 power
24/7 security
Ample parking
Balcony
Spacious rooms
Bq

Price: Rent- N50,000,000
Service charge-N12,000,000
Caution-N3,000,000
Agency-10%
Legal-10%

For more information, Pricing, and Private Viewings, Please Contact:
Ifunaya: +234 706 399 0727
Lilian: 09062511340
Email: hello@cwlagos.com
Website: www.cwlagos.com

We are Social!
Check out other fantastic premium Listings on our Social Media Platforms
IG: @cwrelagos
Twitter: @cwrelagos
Facebook: @cwrealestate



Property Details
Property Ref: 2920755	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5	Furnishing: Furnished	Servicing: Serviced
Service Charge: ₦12,000,000",+234 XXXX,14,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2920755-4-bedroom-apartment-plus-bq,4.0,4.0,5.0,
Self contain (single rooms) for rent,"Ikota, Lekki, Lagos",1800000,"Property Description

A luxurious self contained with studio kitchen and separate prepaid meter
Contact for more enquiries



Property Details
Property Ref: 3058730	Last Updated: 27 Aug 2025	Market Status: Available
Type: Self Contain (Single Rooms)	Servicing: Serviced	Service Charge: ₦450,000 per annum",0701 XXXX,6,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/lekki/ikota/3058730-a-luxurious-self-contained-with-studio-kitchen-and-separate-prepaid-meter,,,,
4 bedroom flat / apartment for rent,"Ikoyi, Lagos",55000000,"Property Description

CW06576

This spacious and elegant 4-bedroom maisonette is located in the prestigious Ikoyi, Lagos. Designed for premium living, the home features large windows, spacious rooms, a swimming pool, a fully equipped gym, ample parking space, and elevator access---all within a secure and serene environment.

Rent: ₦55,000,000
Service Charge: ₦3,500,000
Diesel Deposit: ₦750,000 quarterly
Other Fees:
- Agency -- 10%
- Legal -- 10%

Ideal for professionals and families seeking refined comfort in one of Lagos' most exclusive neighborhoods.

Pool
Gym
Ample park space
Elevator
Huge windows
Spacious rooms

For more Information, Pricing and Private Viewings

Please Contact:

Adaeze: +234 816 631 5298

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2965018	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5",+234 XXXX,12,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2965018-4-bedroom-maisonette-in-ikoyi,4.0,4.0,5.0,
8 bedroom house for rent,"Ikoyi, Lagos",150000,"Property Description

ND175

8-Bedroom Fully Furnished Detached House on 750sqm in Ikoyi
Now available for lease in Southwest Ikoyi is a newly built and fully furnished 8-bedroom fully detached house on a 750sqm plot, ideal for residential or commercial use---perfect as a hotel, guest house, or luxury residence. This property features 6 fully furnished suites, a welcome reception, common lounge, swimming pool with large sit-out area, parking for 8 cars, 24/7 security, inverter, 100kVA generator, housekeeping, optional chef services, and on-site maintenance. Additional highlights include SMEG appliances, Wi-Fi, CCTV, safe deposit boxes, and modern En-suite bathrooms.

⁠* 6 fully furnished suites
* Welcome reception
* Common living room
* ⁠Swimming pool with large sit out
* ⁠Parking for 8 cars
* ⁠Cctv
* ⁠100 kva generator
* ⁠Inverter
* ⁠Security 24/7
* ⁠Housekeeping
* ⁠Chef services ( optional )
* ⁠On site maintenance staff
* ⁠SMEG appliances
* ⁠Wi-Fi
* ⁠Coffee maker
* ⁠Safe deposit boxes
* ⁠En-suite bathrooms
* ⁠Guest toilet
* ⁠Beddings

Price: Lease for $150,000 annually or $75,000 for 6 months.

For more Information, Pricing and Private Viewings

Please Contact:

Nadi: +234 906 251 1345

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2958466	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 8	Bathrooms: 8
Toilets: 9",+234 XXXX,17,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/2958466-8-bedroom-fully-furnished-detached-house-on-750sqm,8.0,8.0,9.0,
4 bedroom flat / apartment for rent,"Ikoyi, Lagos",55000,"Property Description

ND175

4 Bedroom Apartment in Ikoyi
Live in luxury at Ikoyi one of Lagos' most prestigious addresses. This modern 4-bedroom apartment is available for rent at $55,000, with a ₦10M service charge. Enjoy top-class features including a swimming pool, gym, concierge service, wellness center, central cooling system, smoke detectors, French floor-to-ceiling windows, balconies, and a fully fitted kitchen with sleek modern finishing. Perfect for those seeking comfort, class, and convenience in Ikoyi.

Swimming pool
Gym
Concierge
Wellness center
Fully fitted kitchen
Smoke detector
Central cooling system
Balconies
French floor to ceiling windows
Modern finishing

Price- $55k

For more Information, Pricing and Private Viewings

Please Contact:

Ifunanya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2958401	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 4	Bathrooms: 4
Toilets: 5",+234 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2958401-4-bedroom-apartment,4.0,4.0,5.0,
2 bedroom flat / apartment for rent,"Ikoyi, Lagos",40000,"Property Description

ND170

Live in luxury at Ikoyi one of Lagos' most prestigious addresses. This modern 2-bedroom apartment is available for rent at $40,000, with a ₦10M service charge. Enjoy top-class features including a swimming pool, gym, concierge service, wellness center, central cooling system, smoke detectors, French floor-to-ceiling windows, balconies, and a fully fitted kitchen with sleek modern finishing. Perfect for those seeking comfort, class, and convenience in Ikoyi.

Swimming pool
Gym
Concierge
Wellness center
Fully fitted kitchen
Smoke detector
Central cooling system
Balconies
French floor to ceiling windows
Modern finishing

Price: $40k

For more Information, Pricing and Private Viewings

Please Contact:

Ifunanya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2955635	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3",+234 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2955635-2-bedroom-apartment-available,2.0,2.0,3.0,
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",43000,"Property Description

Live in luxury at Ikoyi one of Lagos' most prestigious addresses. This modern 3-bedroom apartment is available for rent at $43,000, with a ₦10M service charge. Enjoy top-class features including a swimming pool, gym, concierge service, wellness center, central cooling system, smoke detectors, French floor-to-ceiling windows, balconies, and a fully fitted kitchen with sleek modern finishing. Perfect for those seeking comfort, class, and convenience in Ikoyi.

Price: $43k

For more Information, Pricing and Private Viewings

Please Contact:

Ifunaya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2955547	Last Updated: 21 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4",+234 XXXX,11,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2955547-3-bedroom-apartment,3.0,3.0,4.0,
4 bedroom house for rent,"Ikoyi, Lagos",25000000,"Property Description

CW06580

Located within the prestigious Ikoyi, this beautiful 4-bedroom semi-detached home offers all en-suite rooms, a fitted kitchen, 2-room BQ, wardrobes, POP ceilings, and a modern reverse osmosis water treatment system. The home is partially serviced and secured with 24/7 security presence.

Rent: ₦25,000,000 per annum (Asking)
Service Charge: ₦2,969,000 per annum (exclusive of diesel)
Security Deposit: ₦2,000,000
Other Fees:
- Agency -- 10%
- Legal -- 10%

Perfect for families or executives seeking a serene and secure home in one of Ikoyi's most sought-after neighborhoods.

For more Information, Pricing and Private Viewings

Please Contact:

Adaeze: +234 816 631 5298

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2976180	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 4	Bathrooms: 4
Toilets: 5",+234 XXXX,10,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/2976180-4-bedroom-semi-detached-house,4.0,4.0,5.0,
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",30000000,"Property Description

CW06616

3 Bedroom Furnished Apartment in Ikoyi
Move into this tastefully furnished 3-bedroom apartment in the heart of Ikoyi, Lagos, offering modern finishes, spacious living areas, and premium amenities for comfort and convenience. Perfect for families or corporate executives seeking a serene environment.

Price & Charges:

Rent: ₦30M per annum

Agency: 10%

Legal: 10%

For more Information, Pricing and Private Viewings

Please Contact:

Sophie: +234 814 497 6677

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2991088	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 3
Toilets: 4",+234 XXXX,13,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2991088-3-bedroom-furnished-apartment-in-ikoyi,3.0,3.0,4.0,
5 bedroom house for rent,"Ikoyi, Lagos",45000000,"Property Description

CW06602

Commercial/ Residential 5 Bed detached house + BQ in Ikoyi
Discover this prime 5-bedroom detached house with a BQ and security gatehouse, fully renovated for corporate office use or residential living. Located in the prestigious Parkview Estate, Ikoyi, this property offers ample space, modern finishes, and a serene environment for businesses or families.

Rent: ₦45,000,000 per annum 
Location: Parkview Estate, Ikoyi

For more Information, Pricing and Private Viewings

Please Contact:

Nadi: +234 906 251 1345

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2989111	Last Updated: 27 Aug 2025	Market Status: Available
Type: House	Bedrooms: 5	Bathrooms: 5
Toilets: 6",+234 XXXX,15,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/2989111-commercial-residential-5-bedroom-detached-house-bq,5.0,5.0,6.0,
2 bedroom flat / apartment for rent,"Ikoyi, Lagos",20000000,"Property Description

CW06591

Located at Ikoyi, this well-maintained 2-bedroom apartment offers comfort, functionality, and luxury living in one of Lagos' most prestigious neighborhoods.

Features include:

Fully Fitted Kitchen

Air Conditioners (ACs)

Swimming Pool

Gym

Ample Parking

Serene Environment

24/7 Power Supply & Security

Rent: ₦20,000,000
Service Charge: ₦7.5M (inclusive of diesel)
Agency: 10% Legal: 10% Caution: 10%

Ideal for professionals or families seeking comfort, security, and convenience in the heart of Ikoyi.

For more Information, Pricing and Private Viewings

Please Contact:

Ifunaya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2980422	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 2	Bathrooms: 2
Toilets: 3	Servicing: Serviced	Service Charge: ₦7,500,000 per annum",+234 XXXX,14,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2980422-2-bedroom-apartment,2.0,2.0,3.0,
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",45000000,"Property Description

CW06589

This tastefully furnished 3-bedroom maisonette with an office room is located in the prestigious Old Ikoyi. Nestled in a serene environment, the residence features top-tier amenities including a swimming pool, gym, restaurant, concierge, kids' play area, boutique, and ample parking. The apartment sits on the 3rd floor and comes with fitted ACs, balconies, and a dedicated office space --- ideal for modern professionals or families.

Rent: ₦45,000,000
Service Charge: ₦3M annually (₦750K quarterly)
Power: Pay-as-you-go
Agency Fee: 10%
Legal Fee: 10%
Caution Fee: TBD

Ideal for tenants seeking comfort, exclusivity, and convenience in a prime Ikoyi location.

For more Information, Pricing and Private Viewings

Please Contact:

Ifunaya: +234 706 399 0727

Lilian: 09062511340

Email: hello@cwlagos.com

Website: www.cwlagos.com

We are Social!

Check out other Fantastic Premium Listings on our Social Media Platforms

IG: @cwrelagos

Twitter: @cwrelagos

Facebook: @cwrealestate



Property Details
Property Ref: 2980400	Last Updated: 27 Aug 2025	Market Status: Available
Type: Flat / Apartment	Bedrooms: 3	Bathrooms: 2
Toilets: 4	Servicing: Serviced	Service Charge: ₦3,000,000 per annum",+234 XXXX,17,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2980400-furnished-3-bedroom-maisonette-office-room,3.0,3.0,4.0,
